route_code,origin,destination,terminal_name,zone,dispatch_datetime,scheduled_minutes,actual_minutes,passengers_boarded
C3,Hub Este,Hub Oeste,Hub Este,Este,2021-10-07T00:00:00,39,46,30
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2021-10-07T00:00:00,39,46,30
E5,Plaza Metro,Hub Este,Hub Este,Este,2021-10-07T00:00:00,39,46,30
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2021-10-07T00:00:00,39,46,30
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2021-10-09T00:00:00,43,52,32
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2021-10-09T00:00:00,43,52,32
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2021-10-09T00:00:00,43,52,32
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2021-10-09T00:00:00,43,52,32
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2021-10-09T00:00:00,43,52,32
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2021-10-09T00:00:00,43,52,32
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2021-10-11T00:00:00,27,38,34
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2021-10-11T00:00:00,27,38,34
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2021-10-11T00:00:00,27,38,34
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2021-10-11T00:00:00,27,38,34
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2021-10-11T00:00:00,27,38,34
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2021-10-11T00:00:00,27,38,34
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2021-10-13T00:00:00,31,44,36
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2021-10-13T00:00:00,31,44,36
C3,Hub Este,Hub Oeste,Hub Este,Este,2021-10-13T00:00:00,31,44,36
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2021-10-13T00:00:00,31,44,36
E5,Plaza Metro,Hub Este,Hub Este,Este,2021-10-13T00:00:00,31,44,36
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2021-10-13T00:00:00,31,44,36
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2021-10-15T00:00:00,35,32,38
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2021-10-15T00:00:00,35,32,38
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2021-10-15T00:00:00,35,32,38
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2021-10-15T00:00:00,35,32,38
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2021-10-15T00:00:00,35,32,38
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2021-10-15T00:00:00,35,32,38
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2021-10-17T00:00:00,39,38,40
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2021-10-17T00:00:00,39,38,40
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2021-10-17T00:00:00,39,38,40
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2021-10-17T00:00:00,39,38,40
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2021-10-17T00:00:00,39,38,40
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2021-10-17T00:00:00,39,38,40
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2021-10-19T00:00:00,43,44,42
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2021-10-19T00:00:00,43,44,42
C3,Hub Este,Hub Oeste,Hub Este,Este,2021-10-19T00:00:00,43,44,42
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2021-10-19T00:00:00,43,44,42
E5,Plaza Metro,Hub Este,Hub Este,Este,2021-10-19T00:00:00,43,44,42
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2021-10-19T00:00:00,43,44,42
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2021-10-21T00:00:00,27,30,44
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2021-10-21T00:00:00,27,30,44
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2021-10-21T00:00:00,27,30,44
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2021-10-21T00:00:00,27,30,44
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2021-10-21T00:00:00,27,30,44
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2021-10-21T00:00:00,27,30,44
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2021-10-23T00:00:00,31,36,46
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2021-10-23T00:00:00,31,36,46
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2021-10-23T00:00:00,31,36,46
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2021-10-23T00:00:00,31,36,46
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2021-10-23T00:00:00,31,36,46
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2021-10-23T00:00:00,31,36,46
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2021-10-25T00:00:00,35,42,48
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2021-10-25T00:00:00,35,42,48
C3,Hub Este,Hub Oeste,Hub Este,Este,2021-10-25T00:00:00,35,42,48
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2021-10-25T00:00:00,35,42,48
E5,Plaza Metro,Hub Este,Hub Este,Este,2021-10-25T00:00:00,35,42,48
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2021-10-25T00:00:00,35,42,48
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2021-10-27T00:00:00,39,48,50
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2021-10-27T00:00:00,39,48,50
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2021-10-27T00:00:00,39,48,50
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2021-10-27T00:00:00,39,48,50
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2021-10-27T00:00:00,39,48,50
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2021-10-27T00:00:00,39,48,50
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2021-10-29T00:00:00,43,54,52
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2021-10-29T00:00:00,43,54,52
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2021-10-29T00:00:00,43,54,52
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2021-10-29T00:00:00,43,54,52
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2021-10-29T00:00:00,43,54,52
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2021-10-29T00:00:00,43,54,52
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2021-10-31T00:00:00,27,40,54
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2021-10-31T00:00:00,27,40,54
C3,Hub Este,Hub Oeste,Hub Este,Este,2021-10-31T00:00:00,27,40,54
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2021-10-31T00:00:00,27,40,54
E5,Plaza Metro,Hub Este,Hub Este,Este,2021-10-31T00:00:00,27,40,54
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2021-10-31T00:00:00,27,40,54
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2021-11-02T00:00:00,29,31,56
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2021-11-02T00:00:00,29,31,56
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2021-11-02T00:00:00,29,31,56
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2021-11-02T00:00:00,29,31,56
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2021-11-02T00:00:00,29,31,56
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2021-11-02T00:00:00,29,31,56
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2021-11-04T00:00:00,33,37,58
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2021-11-04T00:00:00,33,37,58
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2021-11-04T00:00:00,33,37,58
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2021-11-04T00:00:00,33,37,58
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2021-11-04T00:00:00,33,37,58
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2021-11-04T00:00:00,33,37,58
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2021-11-06T00:00:00,37,43,60
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2021-11-06T00:00:00,37,43,60
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2021-11-06T00:00:00,37,43,60
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2021-11-06T00:00:00,37,43,60
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2021-11-06T00:00:00,37,43,60
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2021-11-06T00:00:00,37,43,60
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2021-11-08T00:00:00,41,49,62
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2021-11-08T00:00:00,41,49,62
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2021-11-08T00:00:00,41,49,62
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2021-11-08T00:00:00,41,49,62
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2021-11-08T00:00:00,41,49,62
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2021-11-08T00:00:00,41,49,62
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2021-11-10T00:00:00,25,35,64
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2021-11-10T00:00:00,25,35,64
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2021-11-10T00:00:00,25,35,64
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2021-11-10T00:00:00,25,35,64
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2021-11-10T00:00:00,25,35,64
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2021-11-10T00:00:00,25,35,64
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2021-11-12T00:00:00,29,41,66
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2021-11-12T00:00:00,29,41,66
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2021-11-12T00:00:00,29,41,66
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2021-11-12T00:00:00,29,41,66
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2021-11-12T00:00:00,29,41,66
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2021-11-12T00:00:00,29,41,66
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2021-11-14T00:00:00,33,29,68
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2021-11-14T00:00:00,33,29,68
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2021-11-14T00:00:00,33,29,68
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2021-11-14T00:00:00,33,29,68
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2021-11-14T00:00:00,33,29,68
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2021-11-14T00:00:00,33,29,68
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2021-11-16T00:00:00,37,35,70
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2021-11-16T00:00:00,37,35,70
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2021-11-16T00:00:00,37,35,70
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2021-11-16T00:00:00,37,35,70
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2021-11-16T00:00:00,37,35,70
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2021-11-16T00:00:00,37,35,70
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2021-11-18T00:00:00,41,41,72
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2021-11-18T00:00:00,41,41,72
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2021-11-18T00:00:00,41,41,72
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2021-11-18T00:00:00,41,41,72
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2021-11-18T00:00:00,41,41,72
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2021-11-18T00:00:00,41,41,72
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2021-11-20T00:00:00,25,27,74
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2021-11-20T00:00:00,25,27,74
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2021-11-20T00:00:00,25,27,74
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2021-11-20T00:00:00,25,27,74
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2021-11-20T00:00:00,25,27,74
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2021-11-20T00:00:00,25,27,74
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2021-11-22T00:00:00,29,33,76
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2021-11-22T00:00:00,29,33,76
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2021-11-22T00:00:00,29,33,76
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2021-11-22T00:00:00,29,33,76
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2021-11-22T00:00:00,29,33,76
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2021-11-22T00:00:00,29,33,76
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2021-11-24T00:00:00,33,39,78
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2021-11-24T00:00:00,33,39,78
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2021-11-24T00:00:00,33,39,78
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2021-11-24T00:00:00,33,39,78
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2021-11-24T00:00:00,33,39,78
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2021-11-24T00:00:00,33,39,78
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2021-11-26T00:00:00,37,45,80
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2021-11-26T00:00:00,37,45,80
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2021-11-26T00:00:00,37,45,80
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2021-11-26T00:00:00,37,45,80
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2021-11-26T00:00:00,37,45,80
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2021-11-26T00:00:00,37,45,80
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2021-11-28T00:00:00,41,51,82
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2021-11-28T00:00:00,41,51,82
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2021-11-28T00:00:00,41,51,82
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2021-11-28T00:00:00,41,51,82
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2021-11-28T00:00:00,41,51,82
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2021-11-28T00:00:00,41,51,82
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2021-11-30T00:00:00,25,37,84
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2021-11-30T00:00:00,25,37,84
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2021-11-30T00:00:00,25,37,84
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2021-11-30T00:00:00,25,37,84
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2021-11-30T00:00:00,25,37,84
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2021-11-30T00:00:00,25,37,84
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2021-12-02T00:00:00,29,31,86
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2021-12-02T00:00:00,29,31,86
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2021-12-02T00:00:00,29,31,86
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2021-12-02T00:00:00,29,31,86
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2021-12-02T00:00:00,29,31,86
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2021-12-02T00:00:00,29,31,86
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2021-12-04T00:00:00,33,37,88
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2021-12-04T00:00:00,33,37,88
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2021-12-04T00:00:00,33,37,88
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2021-12-04T00:00:00,33,37,88
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2021-12-04T00:00:00,33,37,88
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2021-12-04T00:00:00,33,37,88
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2021-12-06T00:00:00,37,43,90
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2021-12-06T00:00:00,37,43,90
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2021-12-06T00:00:00,37,43,90
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2021-12-06T00:00:00,37,43,90
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2021-12-06T00:00:00,37,43,90
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2021-12-06T00:00:00,37,43,90
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2021-12-08T00:00:00,41,49,92
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2021-12-08T00:00:00,41,49,92
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2021-12-08T00:00:00,41,49,92
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2021-12-08T00:00:00,41,49,92
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2021-12-08T00:00:00,41,49,92
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2021-12-08T00:00:00,41,49,92
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2021-12-10T00:00:00,25,35,94
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2021-12-10T00:00:00,25,35,94
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2021-12-10T00:00:00,25,35,94
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2021-12-10T00:00:00,25,35,94
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2021-12-10T00:00:00,25,35,94
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2021-12-10T00:00:00,25,35,94
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2021-12-12T00:00:00,29,41,96
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2021-12-12T00:00:00,29,41,96
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2021-12-12T00:00:00,29,41,96
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2021-12-12T00:00:00,29,41,96
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2021-12-12T00:00:00,29,41,96
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2021-12-12T00:00:00,29,41,96
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2021-12-14T00:00:00,33,29,98
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2021-12-14T00:00:00,33,29,98
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2021-12-14T00:00:00,33,29,98
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2021-12-14T00:00:00,33,29,98
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2021-12-14T00:00:00,33,29,98
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2021-12-14T00:00:00,33,29,98
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2021-12-16T00:00:00,37,35,30
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2021-12-16T00:00:00,37,35,30
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2021-12-16T00:00:00,37,35,30
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2021-12-16T00:00:00,37,35,30
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2021-12-16T00:00:00,37,35,30
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2021-12-16T00:00:00,37,35,30
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2021-12-18T00:00:00,41,41,32
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2021-12-18T00:00:00,41,41,32
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2021-12-18T00:00:00,41,41,32
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2021-12-18T00:00:00,41,41,32
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2021-12-18T00:00:00,41,41,32
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2021-12-18T00:00:00,41,41,32
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2021-12-20T00:00:00,25,27,34
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2021-12-20T00:00:00,25,27,34
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2021-12-20T00:00:00,25,27,34
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2021-12-20T00:00:00,25,27,34
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2021-12-20T00:00:00,25,27,34
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2021-12-20T00:00:00,25,27,34
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2021-12-22T00:00:00,29,33,36
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2021-12-22T00:00:00,29,33,36
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2021-12-22T00:00:00,29,33,36
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2021-12-22T00:00:00,29,33,36
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2021-12-22T00:00:00,29,33,36
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2021-12-22T00:00:00,29,33,36
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2021-12-24T00:00:00,33,39,38
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2021-12-24T00:00:00,33,39,38
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2021-12-24T00:00:00,33,39,38
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2021-12-24T00:00:00,33,39,38
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2021-12-24T00:00:00,33,39,38
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2021-12-24T00:00:00,33,39,38
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2021-12-26T00:00:00,37,45,40
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2021-12-26T00:00:00,37,45,40
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2021-12-26T00:00:00,37,45,40
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2021-12-26T00:00:00,37,45,40
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2021-12-26T00:00:00,37,45,40
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2021-12-26T00:00:00,37,45,40
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2021-12-28T00:00:00,41,51,42
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2021-12-28T00:00:00,41,51,42
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2021-12-28T00:00:00,41,51,42
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2021-12-28T00:00:00,41,51,42
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2021-12-28T00:00:00,41,51,42
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2021-12-28T00:00:00,41,51,42
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2021-12-30T00:00:00,25,37,44
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2021-12-30T00:00:00,25,37,44
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2021-12-30T00:00:00,25,37,44
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2021-12-30T00:00:00,25,37,44
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2021-12-30T00:00:00,25,37,44
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2021-12-30T00:00:00,25,37,44
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2022-01-01T00:00:00,27,28,46
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2022-01-01T00:00:00,27,28,46
C3,Hub Este,Hub Oeste,Hub Este,Este,2022-01-01T00:00:00,27,28,46
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2022-01-01T00:00:00,27,28,46
E5,Plaza Metro,Hub Este,Hub Este,Este,2022-01-01T00:00:00,27,28,46
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2022-01-01T00:00:00,27,28,46
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2022-01-03T00:00:00,31,34,48
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2022-01-03T00:00:00,31,34,48
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2022-01-03T00:00:00,31,34,48
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2022-01-03T00:00:00,31,34,48
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2022-01-03T00:00:00,31,34,48
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2022-01-03T00:00:00,31,34,48
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2022-01-05T00:00:00,35,40,50
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2022-01-05T00:00:00,35,40,50
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2022-01-05T00:00:00,35,40,50
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2022-01-05T00:00:00,35,40,50
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2022-01-05T00:00:00,35,40,50
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2022-01-05T00:00:00,35,40,50
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2022-01-07T00:00:00,39,46,52
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2022-01-07T00:00:00,39,46,52
C3,Hub Este,Hub Oeste,Hub Este,Este,2022-01-07T00:00:00,39,46,52
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2022-01-07T00:00:00,39,46,52
E5,Plaza Metro,Hub Este,Hub Este,Este,2022-01-07T00:00:00,39,46,52
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2022-01-07T00:00:00,39,46,52
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2022-01-09T00:00:00,43,52,54
